ts_micro,frame_index,wheel
1464304044891807,0,-5.5
1464304044925141,1,-5.5
1464304044958474,2,-5.5
1464304044991807,3,-6
1464304045025141,4,-6
1464304045058474,5,-6.5
1464304045091807,6,-6.5
1464304045125141,7,-7
1464304045158474,8,-7
1464304045191807,9,-7
1464304045225141,10,-7.5
1464304045258474,11,-7.5
1464304045291807,12,-7.5
1464304045325141,13,-7.5
1464304045358474,14,-7.5
1464304045391807,15,-7.5
1464304045425141,16,-7.5
1464304045458474,17,-7.5
1464304045491807,18,-7.5
1464304045525141,19,-7.5
1464304045558474,20,-7
1464304045591807,21,-7
1464304045625141,22,-7
1464304045658474,23,-7
1464304045691807,24,-7
1464304045725141,25,-6.5
1464304045758474,26,-6.5
1464304045791807,27,-6.5
1464304045825141,28,-6.5
1464304045858474,29,-6.5
1464304045891807,30,-6.5
1464304045925141,31,-6.5
1464304045958474,32,-6.5
1464304045991807,33,-6.5
1464304046025141,34,-6.5
1464304046058474,35,-6.5
1464304046091807,36,-6
1464304046125141,37,-6
1464304046158474,38,-6
1464304046191807,39,-6
1464304046225141,40,-5.5
1464304046258474,41,-5.5
1464304046291807,42,-5
1464304046325141,43,-5
1464304046358474,44,-4.5
1464304046391807,45,-4
1464304046425141,46,-3.5
1464304046458474,47,-3.5
1464304046491807,48,-3.5
1464304046525141,49,-3.5
1464304046558474,50,-4
1464304046591807,51,-4
1464304046625141,52,-4
1464304046658474,53,-4
1464304046691807,54,-4
1464304046725141,55,-4
1464304046758474,56,-4
1464304046791807,57,-4
1464304046825141,58,-3.5
1464304046858474,59,-3.5
1464304046891807,60,-3.5
1464304046925141,61,-3.5
1464304046958474,62,-3.5
1464304046991807,63,-3.5
1464304047025141,64,-3.5
1464304047058474,65,-3.5
1464304047091807,66,-3.5
1464304047125141,67,-3.5
1464304047158474,68,-3.5
1464304047191807,69,-3.5
1464304047225141,70,-3.5
1464304047258474,71,-3
1464304047291807,72,-3
1464304047325141,73,-3
1464304047358474,74,-3
1464304047391807,75,-3
1464304047425141,76,-3
1464304047458474,77,-3
1464304047491807,78,-3
1464304047525141,79,-3
1464304047558474,80,-3
1464304047591807,81,-3
1464304047625141,82,-3
1464304047658474,83,-2.5
1464304047691807,84,-2.5
1464304047725141,85,-2.5
1464304047758474,86,-2.5
1464304047791807,87,-2.5
1464304047825141,88,-2.5
1464304047858474,89,-2.5
1464304047891807,90,-2.5
1464304047925141,91,-2.5
1464304047958474,92,-2.5
1464304047991807,93,-2.5
1464304048025141,94,-2.5
1464304048058474,95,-2.5
1464304048091807,96,-2.5
1464304048125141,97,-2.5
1464304048158474,98,-2.5
1464304048191807,99,-2.5
1464304048225141,100,-3
1464304048258474,101,-3.5
1464304048291807,102,-3.5
1464304048325141,103,-4
1464304048358474,104,-4
1464304048391807,105,-4
1464304048425141,106,-4
1464304048458474,107,-4
1464304048491807,108,-4
1464304048525141,109,-4
1464304048558474,110,-4
1464304048591807,111,-4
1464304048625141,112,-4
1464304048658474,113,-4
1464304048691807,114,-4
1464304048725141,115,-4
1464304048758474,116,-3.5
1464304048791807,117,-3.5
1464304048825141,118,-3.5
1464304048858474,119,-3.5
1464304048891807,120,-3.5
1464304048925141,121,-3.5
1464304048958474,122,-3.5
1464304048991807,123,-3.5
1464304049025141,124,-3.5
1464304049058474,125,-3.5
1464304049091807,126,-3
1464304049125141,127,-3
1464304049158474,128,-3
1464304049191807,129,-3
1464304049225141,130,-2.5
1464304049258474,131,-2.5
1464304049291807,132,-2.5
1464304049325141,133,-2.5
1464304049358474,134,-2.5
1464304049391807,135,-2.5
1464304049425141,136,-2.5
1464304049458474,137,-2
1464304049491807,138,-2
1464304049525141,139,-2
1464304049558474,140,-2
1464304049591807,141,-2
1464304049625141,142,-1.5
1464304049658474,143,-1.5
1464304049691807,144,-1.5
1464304049725141,145,-1.5
1464304049758474,146,-1
1464304049791807,147,-0.5
1464304049825141,148,-0.5
1464304049858474,149,0.5
1464304049891807,150,0.5
1464304049925141,151,0.5
1464304049958474,152,0.5
1464304049991807,153,0.5
1464304050025141,154,1
1464304050058474,155,1
1464304050091807,156,1.5
1464304050125141,157,1.5
1464304050158474,158,1.5
1464304050191807,159,1.5
1464304050225141,160,1.5
1464304050258474,161,1.5
1464304050291807,162,1.5
