ts_micro,frame_index,wheel
1464303954925141,0,1.5
1464303954958474,1,1.5
1464303954991807,2,1.5
1464303955025141,3,1.5
1464303955058474,4,1.5
1464303955091807,5,1
1464303955125141,6,1
1464303955158474,7,1
1464303955191807,8,1
1464303955225141,9,0.5
1464303955258474,10,0.5
1464303955291807,11,0.5
1464303955325141,12,0.5
1464303955358474,13,0.5
1464303955391807,14,0.5
1464303955425141,15,0.5
1464303955458474,16,0.5
1464303955491807,17,0.5
1464303955525141,18,0.5
1464303955558474,19,0.5
1464303955591807,20,0.5
1464303955625141,21,0
1464303955658474,22,0
1464303955691807,23,0
1464303955725141,24,0
1464303955758474,25,0
1464303955791807,26,-0.5
1464303955825141,27,-0.5
1464303955858474,28,-0.5
1464303955891807,29,-0.5
1464303955925141,30,-0.5
1464303955958474,31,-0.5
1464303955991807,32,-0.5
1464303956025141,33,-0.5
1464303956058474,34,-0.5
1464303956091807,35,-0.5
1464303956125141,36,-0.5
1464303956158474,37,-0.5
1464303956191807,38,-0.5
1464303956225141,39,0
1464303956258474,40,0
1464303956291807,41,0
1464303956325141,42,0
1464303956358474,43,0
1464303956391807,44,0
1464303956425141,45,0
1464303956458474,46,0
1464303956491807,47,-0.5
1464303956525141,48,-0.5
1464303956558474,49,-0.5
1464303956591807,50,-0.5
1464303956625141,51,0
1464303956658474,52,0
1464303956691807,53,0
1464303956725141,54,0
1464303956758474,55,0
1464303956791807,56,0
1464303956825141,57,0
1464303956858474,58,0
1464303956891807,59,0
1464303956925141,60,0
1464303956958474,61,0
1464303956991807,62,0
1464303957025141,63,0
1464303957058474,64,0.5
1464303957091807,65,0.5
1464303957125141,66,0.5
1464303957158474,67,0.5
1464303957191807,68,0.5
1464303957225141,69,0.5
1464303957258474,70,0.5
1464303957291807,71,0.5
1464303957325141,72,0.5
1464303957358474,73,0.5
1464303957391807,74,0.5
1464303957425141,75,0.5
1464303957458474,76,0.5
1464303957491807,77,0.5
1464303957525141,78,0.5
1464303957558474,79,0.5
1464303957591807,80,0.5
1464303957625141,81,0.5
1464303957658474,82,0.5
1464303957691807,83,0.5
1464303957725141,84,0.5
1464303957758474,85,0.5
1464303957791807,86,0.5
1464303957825141,87,0.5
1464303957858474,88,0.5
1464303957891807,89,0.5
1464303957925141,90,0.5
1464303957958474,91,0.5
1464303957991807,92,1
1464303958025141,93,1
1464303958058474,94,1
1464303958091807,95,1
1464303958125141,96,1
1464303958158474,97,1
1464303958191807,98,1
1464303958225141,99,1
1464303958258474,100,1
1464303958291807,101,1
1464303958325141,102,1
1464303958358474,103,1
1464303958391807,104,1
1464303958425141,105,1
1464303958458474,106,1
1464303958491807,107,1
1464303958525141,108,1
1464303958558474,109,1
1464303958591807,110,1.5
1464303958625141,111,2
1464303958658474,112,2
1464303958691807,113,2
1464303958725141,114,2
1464303958758474,115,2
1464303958791807,116,2
1464303958825141,117,2
1464303958858474,118,2
1464303958891807,119,2
1464303958925141,120,2
1464303958958474,121,2
1464303958991807,122,1.5
1464303959025141,123,1.5
1464303959058474,124,1.5
1464303959091807,125,1.5
1464303959125141,126,1.5
1464303959158474,127,1.5
1464303959191807,128,1.5
1464303959225141,129,1.5
1464303959258474,130,1.5
1464303959291807,131,1.5
1464303959325141,132,1.5
1464303959358474,133,1
1464303959391807,134,1
1464303959425141,135,1
1464303959458474,136,1
1464303959491807,137,0.5
1464303959525141,138,0.5
1464303959558474,139,0.5
1464303959591807,140,0.5
1464303959625141,141,0.5
1464303959658474,142,0.5
1464303959691807,143,0.5
1464303959725141,144,0.5
1464303959758474,145,0.5
1464303959791807,146,0.5
1464303959825141,147,0.5
1464303959858474,148,0
1464303959891807,149,0
1464303959925141,150,0
1464303959958474,151,0
1464303959991807,152,0
1464303960025141,153,0
1464303960058474,154,0
1464303960091807,155,0
1464303960125141,156,0.5
1464303960158474,157,0.5
1464303960191807,158,0.5
1464303960225141,159,0.5
1464303960258474,160,0.5
1464303960291807,161,0.5
1464303960325141,162,0.5
1464303960358474,163,0.5
1464303960391807,164,0.5
1464303960425141,165,0.5
1464303960458474,166,0.5
1464303960491807,167,0.5
1464303960525141,168,0.5
1464303960558474,169,0.5
1464303960591807,170,0.5
1464303960625141,171,0.5
