ts_micro,frame_index,wheel
1464303774991807,0,-12
1464303775025141,1,-11.5
1464303775058474,2,-11.5
1464303775091807,3,-11
1464303775125141,4,-11.5
1464303775158474,5,-11.5
1464303775191807,6,-11.5
1464303775225141,7,-11.5
1464303775258474,8,-11.5
1464303775291807,9,-11.5
1464303775325141,10,-11.5
1464303775358474,11,-11.5
1464303775391807,12,-11.5
1464303775425141,13,-11.5
1464303775458474,14,-11.5
1464303775491807,15,-11.5
1464303775525141,16,-11.5
1464303775558474,17,-11.5
1464303775591807,18,-11.5
1464303775625141,19,-11.5
1464303775658474,20,-11.5
1464303775691807,21,-11.5
1464303775725141,22,-11.5
1464303775758474,23,-11.5
1464303775791807,24,-12
1464303775825141,25,-12
1464303775858474,26,-12.5
1464303775891807,27,-12.5
1464303775925141,28,-12.5
1464303775958474,29,-12.5
1464303775991807,30,-12.5
1464303776025141,31,-12.5
1464303776058474,32,-12.5
1464303776091807,33,-13
1464303776125141,34,-13
1464303776158474,35,-13
1464303776191807,36,-13.5
1464303776225141,37,-14
1464303776258474,38,-15
1464303776291807,39,-15.5
1464303776325141,40,-15.5
1464303776358474,41,-15.5
1464303776391807,42,-15
1464303776425141,43,-14
1464303776458474,44,-13.5
1464303776491807,45,-13
1464303776525141,46,-12.5
1464303776558474,47,-12
1464303776591807,48,-11.5
1464303776625141,49,-11
1464303776658474,50,-11
1464303776691807,51,-11
1464303776725141,52,-11
1464303776758474,53,-11
1464303776791807,54,-11
1464303776825141,55,-11
1464303776858474,56,-11
1464303776891807,57,-11
1464303776925141,58,-11
1464303776958474,59,-11
1464303776991807,60,-11
1464303777025141,61,-11
1464303777058474,62,-11
1464303777091807,63,-11
1464303777125141,64,-11
1464303777158474,65,-11
1464303777191807,66,-11.5
1464303777225141,67,-11.5
1464303777258474,68,-11.5
1464303777291807,69,-11.5
1464303777325141,70,-11.5
1464303777358474,71,-12
1464303777391807,72,-12
1464303777425141,73,-12
1464303777458474,74,-12.5
1464303777491807,75,-13
1464303777525141,76,-14
1464303777558474,77,-14.5
1464303777591807,78,-15
1464303777625141,79,-15.5
1464303777658474,80,-15.5
1464303777691807,81,-15.5
1464303777725141,82,-15.5
1464303777758474,83,-15.5
1464303777791807,84,-15.5
1464303777825141,85,-16
1464303777858474,86,-16.5
1464303777891807,87,-17
1464303777925141,88,-17.5
1464303777958474,89,-17.5
1464303777991807,90,-17.5
1464303778025141,91,-17.5
1464303778058474,92,-17.5
1464303778091807,93,-17
1464303778125141,94,-17
1464303778158474,95,-16.5
1464303778191807,96,-16.5
1464303778225141,97,-16
1464303778258474,98,-16
1464303778291807,99,-16
1464303778325141,100,-16
1464303778358474,101,-16
1464303778391807,102,-16
1464303778425141,103,-16
1464303778458474,104,-15.5
1464303778491807,105,-15
1464303778525141,106,-14.5
1464303778558474,107,-14.5
1464303778591807,108,-14.5
1464303778625141,109,-14.5
1464303778658474,110,-14.5
1464303778691807,111,-14
1464303778725141,112,-14
1464303778758474,113,-14
1464303778791807,114,-14
1464303778825141,115,-13.5
1464303778858474,116,-13.5
1464303778891807,117,-13.5
1464303778925141,118,-13.5
1464303778958474,119,-13.5
1464303778991807,120,-13
1464303779025141,121,-13
1464303779058474,122,-13
1464303779091807,123,-13
1464303779125141,124,-13
1464303779158474,125,-12.5
1464303779191807,126,-12
1464303779225141,127,-11.5
1464303779258474,128,-11.5
1464303779291807,129,-11.5
1464303779325141,130,-11
1464303779358474,131,-11
1464303779391807,132,-10.5
1464303779425141,133,-10.5
1464303779458474,134,-10
1464303779491807,135,-10
1464303779525141,136,-10
1464303779558474,137,-10
1464303779591807,138,-10
1464303779625141,139,-10.5
1464303779658474,140,-11
1464303779691807,141,-12
1464303779725141,142,-13
1464303779758474,143,-13.5
1464303779791807,144,-14
1464303779825141,145,-14.5
1464303779858474,146,-14.5
1464303779891807,147,-14.5
1464303779925141,148,-14
1464303779958474,149,-14
1464303779991807,150,-14.5
1464303780025141,151,-15
1464303780058474,152,-16
1464303780091807,153,-17
1464303780125141,154,-17.5
1464303780158474,155,-18
1464303780191807,156,-18
1464303780225141,157,-18
1464303780258474,158,-17.5
1464303780291807,159,-17
1464303780325141,160,-17
1464303780358474,161,-16.5
1464303780391807,162,-16.5
1464303780425141,163,-17
1464303780458474,164,-17
1464303780491807,165,-16.5
1464303780525141,166,-16.5
1464303780558474,167,-16
1464303780591807,168,-15.5
1464303780625141,169,-15
1464303780658474,170,-14.5
1464303780691807,171,-14
1464303780725141,172,-14
1464303780758474,173,-13.5
1464303780791807,174,-14
1464303780825141,175,-13.5
1464303780858474,176,-13.5
1464303780891807,177,-13.5
1464303780925141,178,-13.5
1464303780958474,179,-13.5
1464303780991807,180,-13.5
1464303781025141,181,-13.5
1464303781058474,182,-14
1464303781091807,183,-14
1464303781125141,184,-14.5
1464303781158474,185,-14.5
1464303781191807,186,-14.5
1464303781225141,187,-14.5
1464303781258474,188,-14.5
1464303781291807,189,-14
1464303781325141,190,-14
1464303781358474,191,-14
1464303781391807,192,-14
1464303781425141,193,-14
1464303781458474,194,-14
1464303781491807,195,-14
1464303781525141,196,-14
1464303781558474,197,-14
1464303781591807,198,-13.5
1464303781625141,199,-13.5
1464303781658474,200,-13.5
1464303781691807,201,-13.5
1464303781725141,202,-13.5
1464303781758474,203,-13.5
1464303781791807,204,-13.5
1464303781825141,205,-13
1464303781858474,206,-13
1464303781891807,207,-13
1464303781925141,208,-13
1464303781958474,209,-12.5
1464303781991807,210,-12.5
1464303782025141,211,-12.5
1464303782058474,212,-12.5
1464303782091807,213,-12.5
1464303782125141,214,-13
1464303782158474,215,-13
1464303782191807,216,-13
1464303782225141,217,-13
1464303782258474,218,-13
1464303782291807,219,-13
1464303782325141,220,-13
1464303782358474,221,-12.5
1464303782391807,222,-12.5
1464303782425141,223,-12.5
1464303782458474,224,-12.5
1464303782491807,225,-12.5
1464303782525141,226,-12
1464303782558474,227,-12
1464303782591807,228,-12
1464303782625141,229,-12
1464303782658474,230,-12
1464303782691807,231,-12
1464303782725141,232,-12
1464303782758474,233,-11.5
1464303782791807,234,-11.5
1464303782825141,235,-11
1464303782858474,236,-11
1464303782891807,237,-11
1464303782925141,238,-11
1464303782958474,239,-11
1464303782991807,240,-11
1464303783025141,241,-11
1464303783058474,242,-11
1464303783091807,243,-11
1464303783125141,244,-11
1464303783158474,245,-11
1464303783191807,246,-11
1464303783225141,247,-11
1464303783258474,248,-11
1464303783291807,249,-11
1464303783325141,250,-11
1464303783358474,251,-11
1464303783391807,252,-11
1464303783425141,253,-11
