ts_micro,frame_index,wheel
1464305484358474,0,1.5
1464305484391807,1,1.5
1464305484425141,2,1.5
1464305484458474,3,1.5
1464305484491807,4,1.5
1464305484525141,5,2
1464305484558474,6,2
1464305484591807,7,2
1464305484625141,8,2
1464305484658474,9,2
1464305484691807,10,2
1464305484725141,11,2
1464305484758474,12,2
1464305484791807,13,2
1464305484825141,14,2
1464305484858474,15,2
1464305484891807,16,2
1464305484925141,17,2
1464305484958474,18,2
1464305484991807,19,2
1464305485025141,20,2
1464305485058474,21,2
1464305485091807,22,2
1464305485125141,23,2
1464305485158474,24,2
1464305485191807,25,2
1464305485225141,26,2
1464305485258474,27,2
1464305485291807,28,2
1464305485325141,29,2
1464305485358474,30,2
1464305485391807,31,2
1464305485425141,32,2
1464305485458474,33,2
1464305485491807,34,2
1464305485525141,35,2
1464305485558474,36,2
1464305485591807,37,2
1464305485625141,38,1.5
1464305485658474,39,1.5
1464305485691807,40,1.5
1464305485725141,41,1.5
1464305485758474,42,1.5
1464305485791807,43,1.5
1464305485825141,44,1.5
1464305485858474,45,1.5
1464305485891807,46,1.5
1464305485925141,47,1.5
1464305485958474,48,1.5
1464305485991807,49,1.5
1464305486025141,50,1.5
1464305486058474,51,1.5
1464305486091807,52,1.5
1464305486125141,53,1.5
1464305486158474,54,1.5
1464305486191807,55,1.5
1464305486225141,56,1.5
1464305486258474,57,1.5
1464305486291807,58,1.5
1464305486325141,59,1.5
1464305486358474,60,1.5
1464305486391807,61,1.5
1464305486425141,62,1.5
1464305486458474,63,1.5
1464305486491807,64,1.5
1464305486525141,65,1.5
1464305486558474,66,1.5
1464305486591807,67,1.5
1464305486625141,68,1.5
1464305486658474,69,1.5
1464305486691807,70,1.5
1464305486725141,71,1.5
1464305486758474,72,1.5
1464305486791807,73,1.5
1464305486825141,74,1.5
1464305486858474,75,1.5
1464305486891807,76,1.5
1464305486925141,77,1.5
1464305486958474,78,1.5
1464305486991807,79,1.5
1464305487025141,80,1.5
1464305487058474,81,1.5
1464305487091807,82,1.5
1464305487125141,83,1.5
1464305487158474,84,1.5
1464305487191807,85,1.5
1464305487225141,86,1.5
1464305487258474,87,1.5
1464305487291807,88,1.5
1464305487325141,89,1
1464305487358474,90,1
1464305487391807,91,1
1464305487425141,92,1
1464305487458474,93,1
1464305487491807,94,1
1464305487525141,95,1
1464305487558474,96,1
1464305487591807,97,1
1464305487625141,98,1
1464305487658474,99,1
1464305487691807,100,1
1464305487725141,101,1
1464305487758474,102,1
1464305487791807,103,1
1464305487825141,104,1
1464305487858474,105,1
1464305487891807,106,1
1464305487925141,107,1
1464305487958474,108,1
1464305487991807,109,1
1464305488025141,110,1
1464305488058474,111,1
1464305488091807,112,1
1464305488125141,113,1
1464305488158474,114,1
1464305488191807,115,1
1464305488225141,116,1
1464305488258474,117,1
1464305488291807,118,1
1464305488325141,119,1
1464305488358474,120,1
1464305488391807,121,1
1464305488425141,122,1
1464305488458474,123,1
1464305488491807,124,1
1464305488525141,125,1
1464305488558474,126,1
1464305488591807,127,1
1464305488625141,128,1
1464305488658474,129,1
1464305488691807,130,1
1464305488725141,131,1
1464305488758474,132,1
1464305488791807,133,1
1464305488825141,134,1.5
1464305488858474,135,1.5
1464305488891807,136,1.5
1464305488925141,137,1.5
1464305488958474,138,1.5
1464305488991807,139,1.5
1464305489025141,140,1.5
1464305489058474,141,1.5
1464305489091807,142,1.5
1464305489125141,143,2
1464305489158474,144,2
1464305489191807,145,2
1464305489225141,146,2
1464305489258474,147,2
1464305489291807,148,2
1464305489325141,149,2
1464305489358474,150,2
1464305489391807,151,2
1464305489425141,152,2
1464305489458474,153,2
1464305489491807,154,2
1464305489525141,155,2
1464305489558474,156,2
1464305489591807,157,2
1464305489625141,158,2
1464305489658474,159,2
1464305489691807,160,2
1464305489725141,161,2
1464305489758474,162,2
1464305489791807,163,2
1464305489825141,164,2
1464305489858474,165,2
1464305489891807,166,2
1464305489925141,167,1.5
1464305489958474,168,1.5
1464305489991807,169,1.5
1464305490025141,170,1.5
1464305490058474,171,1.5
1464305490091807,172,1.5
1464305490125141,173,1.5
1464305490158474,174,1.5
1464305490191807,175,1.5
1464305490225141,176,1.5
1464305490258474,177,1.5
1464305490291807,178,1.5
1464305490325141,179,1.5
1464305490358474,180,1.5
1464305490391807,181,1.5
1464305490425141,182,1.5
1464305490458474,183,1.5
1464305490491807,184,1.5
1464305490525141,185,1.5
1464305490558474,186,1.5
1464305490591807,187,1.5
1464305490625141,188,1.5
1464305490658474,189,1.5
